uid	IG2.1	IG2.2	IG2.3	IG2.4	IG2.5	IG2.6	IG2.7	IG2.8	IG2.9	IG2.10	IG2.11	IG2.12	IG2.13	IG2.14	IG2.15	IG2.16	IG2.17	IG2.18	IG2.19	IG2.20	IG2.21	IG2.22	IG2.23	IG2.24	IG2.25	IG2.26	IG2.27	IG2.28	IG2.29	IG2.30	IG2.31	IG2.32	IG2.33	IG2.34	IG2.35	IG2.36	IG2.37
Med29	0	4.416164165	5.305970521	0	6.024807233	0	0	0	2.523561956	0	3.399171094	0	4.935459748	0	5.384049807	5.123086751	5.808385051	3.824767853	0	3.182692298	2.786596362	1.97819563	6.325710208	4.589164237	3.804260116	0.50589093	0	4.868390453	0	3.938285792	0	2.266036894	12.3	3.559491813	4.19061486	5.134631671	73.41
Med30	0	0	0	0	1.669026766	0	0	0	1.516015147	0	0	0	0	0	0	0	3.757023247	2.160274831	0	0	5.855242251	0	0	0	0	0	0	0	0	0	1.63691458	2.039138394	0	3.403267722	0	0	0
Med31	0	4.070389328	5.897966432	3.344828497	4.147306699	0	0	0	0	1.748461233	5.48703608	0	2.757023247	7.051915838	4.517275693	0	5.553974808	7.294436954	0	3.92314918	5.657068301	0	4.23878686	4.87774425	0	0	0	4.804776378	0	3.412781525	0	0	0	4.225737653	0	5.564683017	0
Med4	0	5.844234988	0	6.264536431	7.894999604	8.291723262	5.146492307	0	0	7.724786677	2.10433666	0	7.521286349	0	8.157599574	1.427606173	0	0	7.115303806	7.576219781	8.212374788	2.310340121	5.046578367	0	0	8.681484405	8.891388806	0	17.51	0	8.84439193	8.486553493	0	0	2.86393845	7.984190572	0
Med6	0	0	4.052241981	0	2.408711861	8.360495967	0	0	0	5.534497434	0	0	5.748729567	0	0	6.492814573	1.641546029	4.063502942	5.673839056	0	0	0	0	0	0	0	6.024142346	0	0	0	7.376516134	3.997292408	27.54	0	0	4.154615611	0
Med7	0	0	2.097610797	5.489286023	0	0	0	0	5.23227701	5.350143602	0	0	2.3305584	0	0	0	3.888499736	0	6.394548439	0	5.13422094	0	2.207892852	1.189033824	0	0	0.422233001	0.321928095	0	0	0	4.202417722	0	0	0.367371066	2.176322773	0
Med8	0	5.841469999	8.222553427	4.720825666	3.012568674	6.126807703	0	7.363258702	6.909533115	6.681589817	6.616916363	0	5.637494325	2.15704371	1.632268215	0	6.713145902	0	7.46703488	8.39690442	6.393519168	3.277984747	7.952683014	0.485426827	5.832130501	0	6.235344128	4.756489607	0	0	7.007419784	7.41869595	0	0	6.08512718	6.823621998	0
Med9	0	0	0	5.844988157	0.250961574	0	6.263597849	0	0	0	2.333423734	0	1.974529312	2.324810603	1.269033146	0	1.195347598	0	4.092545742	2.378511623	0.250961574	3.673556424	0	2.23878686	0	0	4.955591792	0	0	0	5.702657543	0	0	0	0	0.632268215	0
Med9os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.115823977	0	0	0	0	0
Medag	0.485426827	0	0.367371066	0.321928095	0	0	1.321928095	0	0	0	0	0	0	2.817623258	0.275007047	0	0.422233001	0	0.678071905	0	0	0	1	0	1.244887059	0	0	0	0	1.137503524	0	0.650764559	0	0.214124805	0	1.22650853	109.48
Mef2a	0	0	0	2.046141782	0	0	5.609104847	0	0	0	3.748461233	0	2.336283388	0	0	0	3.771885579	0	5.672990994	0	0	0	0	0.163498732	0	0	0	0	0	0	0	4.520422249	0	0	0	0	0
Mef2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mef2c	0	1.63691458	4.089159132	7.279935528	2.722466024	7.233619677	0	2.95419631	2.560714954	4.283921772	5.775840699	0	4.937344392	4.575312331	1.084064265	4.270528942	5.10349764	5.6622055	6.328764672	7.236014192	6.715893371	5.893362211	5.844486088	2.778208576	5.54225805	0	0.163498732	0	0	0.150559677	2.114367025	0	4.12	5.508111681	0.992768431	4.860466259	0
Mef2d	0	0	0	2.495695163	1.827819025	6.805808349	0	1.713695815	4.772941338	0	0	12.11	4.570462931	0	0	0	0	0	5.489607157	0	4.319762428	0	0	0	0	0	0	0	26.98	0	6.255500733	0	0	0.970853654	0	3.189033824	0
Mefv	0	0.454175893	0	0	0	0	0	0.59454855	5.117695043	2.634593268	0	0	0	3.935459748	0	0	0	5.293149737	1.084064265	0	0	0	6.440121679	0	0	0	0	0	0	6.885696373	0	0	0	0	0	5.381629467	0
Meg3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megf10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megf11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megf6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megf8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.803227036	0	0	0	0	0	0	0	0	0	0	0	0
Megf9	5.879705766	0	0	0	0	0	0	6.678071905	0	0	0	0	0	0	0	2.339137385	0	0	0	0	0	0	0	6.604664415	0	0	0	0	7.17	0	0	0	0	0	0	0	0
Mei1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mei4	0	0	0	0	0	0	0	0	0	0.50589093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meig1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meiob	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meis1	0	7.646162657	0	7.528805707	8.094552786	1.084064265	0	0	0	6.15035658	0	8.85	1.970853654	0.678071905	5.367371066	6.089582893	4.901590992	0	4.531693361	0	7.453929061	8.003264909	0.50589093	0	0	0	6.430619811	6.069315495	0	0	0	0.310340121	15.72	0	0	1.097610797	0
Meis2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meis3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melk	0	0	0	6.597829098	7.937167811	0	0	0	0	5.367720513	6.900866808	0	7.062639828	0	0	4.140778656	6.122672719	0	0	0	0	0	0	6.644000452	0	0	0	0	0	6.815959618	0	0	0	1.292781749	0	0	0
Memo1	0	0	0	7.363784338	5.771357409	5.753818443	2.792855352	8.398273404	6.256821969	7.947490835	7.117383367	0	5.201633861	1.918386234	8.072320216	7.571449285	5.98982022	0	4.949534933	7.417430613	6.218781168	9.054007311	7.691813297	2.140778656	2.353323291	0	0	5.833143096	0	8.032596795	0	6.773468928	0	0.722466024	9.386961794	8.46405558	0
Men1	0	0	0	0	5.304145941	0	0	2.543495883	0.344828497	7.605923926	0	0	0	0	6.254934119	7.34314129	6.916596068	0	0	3.544732656	7.088311236	5.197708158	0	6.291493053	5.118941073	0	6.353852559	0	0	0.333423734	0	3.669026766	0	0.443606651	0	0.275007047	0
Meox1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meox2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mep1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mep1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mepce	0	0	0	0	3.713695815	0	0	0.321928095	0	0	0	0	2.063502942	0	0	0	0	0	0	0	0	1.339137385	0	0	6.712045449	0	0.310340121	0	353.35	2.994579724	6.250203656	0	0	4.64731451	0	0	0
Mepe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mertk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesdc1	0.367371066	4.962549023	0	0	3.575312331	0	0	0	0	0	0	0	3.428946345	0	0	2.538538164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesdc2	0	6.10706011	6.69265037	2.189033824	4.605257263	2.518535139	4.452858965	0	0	6.170926525	4.277240898	0	4.775050541	2.757023247	0.485426827	5.032100843	6.632413641	0	0	5.685379552	4.036503334	3.364572432	0.214124805	1.15704371	7.599392188	0	0.214124805	7.086507801	0	0	5.331275267	7.796039609	0	6.606442228	0	0	0
Mesp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mest	0	0	0	0	0	2.5360529	0	0.422233001	0	0	0	0	0	0	0	3.414135533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Met	0	2.739848103	0	0.604071324	0	2.965322548	0	6.687200695	0	0	5.751945682	0	0	0	0	0	0.782408565	0	0	4.038260575	0	0	3.261530815	0	4.18030702	0	0	0	3.25	0	0	0.163498732	0	0	0	0.111031312	0
Metap1	0.5360529	0	0	5.599020177	2.195347598	6.885330315	0	2.046141782	3.956985925	8.864928972	1.769771739	0	0	0.839959587	3.403267722	5.634883637	7.38145643	8.625599267	4.119356177	0	7.785288981	3.583759754	0	3.865918815	4.898692073	0	5.593652558	0	8.66	0	7.396176618	0	0	0	0	0	0
Metap1d	0	0	1.448900951	3.760220946	0.565597176	6.646018611	3.550900665	0	0	0	0	0	0	0	1.021479727	0	7.715756121	0	0	0.815575429	0.970853654	0	0	4.030336078	7.350497247	0	0	0	0	0	4.358958826	0.748461233	21.64	5.237257771	0	0	0
Metap2	0.5360529	4.50779464	8.155931339	7.64508196	7.997574686	4.897240426	7.265193076	1.35614381	2.3950628	7.963705307	7.756289441	5.91	6.758223215	5.699884729	6.375387027	7.945853468	7.739173031	5.622637567	8.199770484	9.107190916	3.788685711	7.495055528	6.999436337	7.622783966	7.233811384	9.18730258	3.711494907	6.779785005	108.82	4.559491813	3.941106311	6.93557761	439.69	7.807548127	7.273609132	8.582706527	31.23
Metrn	0	0	0	0	0	5.429281193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.077242999	0	0	0	0	6.484460413	0	0	0	0	0	0	0	0	0
Metrnl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35614381	0	0	0	0	1.650764559	0	0	0	0	0	0	0	0	0	0
Mettl1	7.336015536	6.317774373	4.804776378	3.545968369	4.651912745	2.336283388	2.641546029	0	1.495695163	0	2.3950628	0	4.857483428	6.1278396	5.401903472	5.359310317	1.15704371	3.974529312	4.946262984	1.09085343	4.739308071	2.427606173	7.073606041	0.910732662	5.036942845	0	5.428276414	0	691.83	5.901590992	0	5.06436554	62.95	3.85698569	3.423578171	5.588264894	0
Mettl10	0	0	0	6.752748591	8.389652848	0	0	6.512068826	0	4.989593185	7.499925592	0	5.990501111	0	0	7.147204925	0	0	4.644433152	8.924842188	6.290203205	0.765534746	0	7.480669046	0	7.972577785	0	0.632268215	0	0	0	0	0	0	8.475571321	0	0
Mettl11b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl13	8.174426394	4.828834649	0	5.836176625	6.987434567	0	5.194559886	0	0	4.154615611	0	0	0	0	2.232660757	1	3.730096466	0	0	0	0	0	0.604071324	4.437627248	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl14	0	0	2.784503983	5.26190686	5.217230716	0	2.572889668	0	0.35614381	7.306699707	0	0	0	6.735522177	5.950001749	0	2.124328135	3.321928095	6.06995989	0	0	0.344828497	0	3.554588852	7.821327554	0	3.426264755	2.599317794	0	1.042644337	2.266036894	0.389566812	20.15	2.86393845	0	0	0
Mettl15	0	0	0	0	0	5.865423978	8.585075207	0	0	0	0	0	3.802193217	0	1.40053793	0	0	0	0	3.880685525	0	0	0	0	5.764738923	0	0	0	0	0	0	0.526068812	0	0	3.969933275	0	0
Mettl16	0.50589093	0	0	7.11987489	3.690417096	0	0	6.543805176	7.73653723	7.856798994	6.757823336	0	5.694880193	0	5.487357715	3.937344392	4.165107985	0	6.933926659	0	5.109360559	2.028569152	0	1.350497247	6.859596903	0	7.948191995	0	0	1.929790998	0	0	0	2.316145742	2.032100843	4.797012978	0
Mettl17	0	0	8.689858236	3.818646083	6.77478706	3.212569339	1.89917563	0	0	0	6.595145568	0	0	0	0	2.03562391	7.643423316	0	1.678071905	0	0	0	0	0.5360529	0	0	0.970853654	1.464668267	0	7.312247667	6.418527302	0	0	5.737416366	8.04592344	0.432959407	0
Mettl18	0	0	0	0	0	2.847996907	0	0	0	0	0	0	4.760753208	0	4.484138131	0	0	0	0	0	0	0	0	0	0	0	0	1.914564523	0	0	0	0	0	0	0	5.980253846	0
Mettl2	1.922197848	1.056583528	4.72410452	7.116863758	0.516015147	4.838951767	2.432959407	0	6.285402219	6.94602899	7.262752602	19.84	5.819923596	3.92314918	4.231125158	0.344828497	5.234961095	5.313245852	2.09423607	3.201633861	6.881909289	5.871350841	0	6.911811402	8.03968676	0	2.13422094	0.485426827	106.93	0.367371066	8.062747746	5.753551055	60.56	3.124328135	1.350497247	5.694044413	0
Mettl20	0	7.940401698	0	0	0	0	0	3.321928095	4.430954271	0	0	0	0	0	0	0	6.848122135	0	0	6.632122775	0	0	0.5360529	0	0	0	4.813011549	0	0	1.443606651	0	5.809414444	0	7.561020578	0	0	0
Mettl21a	0	0	0	5.490249211	0	0	0	3.911691582	2.910732662	0	0	0	0	0	0	0	0	0.422233001	0	0	0	5.598424761	0	0	5.845740933	0	1.933572638	0	0	0	0	5.824513297	0	4.093391153	0	0	0
Mettl21c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl21e	0	0	0	0	0	0	0	0	0	0	0.275007047	0	0	0	0	0	0	0	0.622930351	0.887525271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl22	0	5.879215637	0	7.383704292	0	2.82374936	0	4.767654798	0	0	6.056149961	0	0	0	0	4.578334949	0	0.790772038	0	3.282439805	0	0	0	0	7.733422135	7.658782734	0	5.650764559	0	4.742545234	0	0	0	0	0	3.237257771	0
Mettl23	0	1.13093087	0	5.915281866	6.717539343	0	5.343763122	6.691394579	8.265146182	0	0	0	7.159568642	4.292045492	7.82279387	6.670727054	4.837438715	0	8.727648222	8.076975888	8.358431429	6.434294618	0	0	7.501279899	1.516015147	7.544732656	0	0	0	6.360539862	5.622637567	0	0	0	6.856363275	158.36
Mettl24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl25	0	0	0	0	1.827819025	0	0	0	0	0	0	0	0	0	0.687060688	0	0	0.5360529	0	3.512226887	0	0	0	0	0	0	0	5.596338864	0	0	0	0	0	0	0	0	0
Mettl3	0	1.10433666	0	7.329303025	0	0.632268215	0	0	7.479941901	0	7.765203207	0	7.406757738	1.007195501	0	0	0	8.894757145	1.718087584	3.904002316	6.427606173	0	0.790772038	0	7.498410449	7.298108403	8.102080686	0	0	0.432959407	0	4.872336288	0	0.310340121	5.607330314	0	0
Mettl4	0	0	7.135965742	0	0	0	0	0	4.804776378	0	5.058749412	0	0	0	4.804776378	0	5.096767855	0	5.439623138	0	0	0	0	0	3.231125158	0	0	0	0	0	0	3.351910961	0	0	5.849749117	0	0
Mettl5	0	4.661635602	3.781359714	5.971083658	6.730368236	8.389738879	6.85934842	0	0	0	0	0	3.374343989	0	6.348728154	0	7.364747506	0	7.366759328	0	0	0	0	6.337711092	0	0	0	0	0	5.411426246	0	2.341985747	0	2.353323291	4.884109451	0	0
Mettl6	0	2.021479727	0	7.447000548	5.553667688	7.631177056	8.054739967	0	0	7.311067102	6.780178844	0	6.68846014	8.838258482	7.269968201	5.404290064	0.604071324	5.805808349	7.398145117	7.783718558	5.467931546	0	0	6.390770849	8.059614856	0	0	4.536674618	316.68	5.418527302	1.475084883	6.256821969	112.22	7.286881148	7.965149359	1.752748591	0
Mettl7a1	0	0	0	0	0	0	0	1.659924558	0	0	2.786596362	0	4.560714954	1.063502942	0	0.807354922	0	0	0	0	3.025028794	5.364222221	0	4.850999395	0	0	0	4.759688488	0	0	0	4.826802684	0	0	4.963011648	0	0
Mettl7a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl7a2Higd1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl7a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl8	1.786596362	0	0	7.200064862	7.150762744	0	0	0	0	0	0	12.58	3.564378169	0	5.043956873	6.158862106	0	0	0	5.716716592	0	0	0	0	1.042644337	0	0	2.021479727	0	0	5.211012193	0	0	0	0.35614381	0	83.73
Mettl9	0	0	0.659924558	7.932510053	0	4.122672719	0	6.373474214	3.481557281	0	0	0	0	0	0	6.589314073	0	0	0	0	0	0	0	4.10433666	7.649256178	0	0	0	0	5.898692073	0	0.545968369	73.42	7.720346877	5.356848079	0	0
Mex3a	0	0	0	0.163498732	0	0	5.267535798	0	0	3.203201156	0	0	0	0	0	0	0	0	5.630230716	0	0	0	0	0.310340121	0.739848103	0.201633861	0	0	0	0	0	0	0	0	0	0	0
Mex3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.327687364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mex3c	0.871843649	6.599317794	0	0	5.911931212	6.518849829	0	0.464668267	5.689858236	0	0	0	0.389566812	0	0	0	1.646162657	0	5.572283367	0	0	0	0.432959407	3.298658316	0	6.27817065	0	0	0	0	0	4.500164679	0	0	0	0	268.17
Mex3d	0	0	0	0	0	0	1.86393845	0	0	0.604071324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422233001	0	0	0	0	0	0	0	0	0
Mfap1a	0	7.243269208	6.223036338	6.13422094	7.394634179	5.173127433	7.767853393	7.756289441	5.010332283	6.389222616	7.691952843	0	6.87835751	5.780047576	5.224194664	4.778208576	4.440287821	5.819668183	7.944214242	6.609843592	7.583534127	0	5.344828497	5.975446766	6.248117329	4.914564523	6.046141782	5.350850805	12.81	6.973266861	0	3.517275693	15.38	7.694462363	1.778208576	0	0
Mfap1b	0	6.342163583	0	5.947666157	3.243364426	4.107687869	3.460742564	7.617136829	0	0	0	79.36	7.897966432	0	4.292045492	1.641546029	0	0	6.733083132	8.243507241	1.232660757	0	7.460824458	7.012792122	1.298658316	0	0	5.708187236	0	0	0	0	0	6.378858383	0	0.378511623	0
Mfap2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfap3	0	3.921245889	0	0.367371066	4.553360503	5.7977912	2.435628594	0	4.348374075	0.22650853	0	6.1	4.914086097	0	4.448900951	0	4.777156666	7.525833979	1.794935663	0	0	3.589763487	0	7.21800615	6.548590751	0.443606651	0.201633861	0	0	7.427019456	6.017921908	2.726831217	5.41	5.883865155	6.264724074	3.496973581	0
Mfap3l	0	0	0	0	0.124328135	0	0	0	0	0	0	0	5.840463234	0	4.021479727	0	0	0	0	0	0	2.232660757	0	0	0	0	0	0	0	0	0	5.380937195	0	0	0	0	0
Mfap4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfap5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mff	0	0	6.148730779	5.742545234	1.169925001	0.378511623	0	0	0	0.555816155	1.851998837	0	0	0	4.586764743	0	0	1.316145742	0	0	7.41083291	6.167317781	7.133090824	0	6.201045686	0	9.169073159	4.412781525	0	4.869871406	5.699884729	4.457462965	0	0.82374936	7.058316496	5.770564792	0
Mfge8	0	0	0	4.724650272	0.367371066	0	0	0	0	6.567423758	0	0	5.341630009	0	0	0	4.443606651	0	5.665904355	0	1.40053793	7.776564629	0	0	0	0	0	0	0	6.854619084	0	4.401220862	0	0	0	0	0
Mfhas1	0	0	0	0	0	0	0	0	0	0	0.137503524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.605257263	0	0	0	0	0	0	0	0	0
Mfi2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfn1	0	0	0	0	0	6.329661815	0	0	0	2.443606651	0	6.51	0.35614381	0	0	0	0.275007047	0	4.907852072	0	2.89917563	0	0	0.201633861	5.567119488	0	0	0	0	0	0	0	0	6.405311683	0	0	0
Mfn2	0	2.910732662	1.09085343	7.148527425	0	0	4.792855352	5.952566541	5.570462931	0	1.691534165	0	0	0	3.147306699	0	4.800123353	0	4.382667253	0	0.176322773	0	0	7.280956314	6.286696365	0	0	7.924871873	4.86	0	0	5.029011087	0	3.94016675	5.72410452	6.009436756	348.9
Mfng	0	2.883620816	0	6.827183896	4.128458384	0	0	0	5.897966432	4.143230135	1.097610797	0	0.765534746	5.553667688	0	7.156133652	4.165911939	0	6.487518506	7.882765306	6.607330314	8.229587923	0	0	5.996614715	0	3.761285273	5.3172317	0	0.475084883	0	0	175.1	0	0	7.291585141	0
Mfrp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd1	0	6.148934105	6.223036338	2.397802962	3.894332742	5.746850183	0	1.516015147	3.764473551	0	2.347665656	0	5.561020578	3.187451054	4.004501392	0	3.976363636	3.873813198	0	5.587964989	1.545968369	3.401903472	0	4.811471031	5.372255648	0	4.761817143	0	0	5.866907978	0	5.434294618	8.85	4.656496371	4.485426827	0	0
Mfsd10	9.115251779	4.929790998	5.970393538	5.720552092	4.842978832	8.426600226	6.453682186	2.046141782	5.715893371	4.693208149	3.496973581	0	4.725195817	7.63742187	7.145677455	6.591858905	6.755421735	2.189033824	4.540399306	8.328271006	7.849999259	0	5.469560422	7.702449767	6.991068275	1	0	6.241268177	0	8.884811574	4.14974712	0.545968369	14.65	5.815319246	6.477353527	7.093496795	0
Mfsd11	1.350497247	3.060047384	3.804260116	3.574101508	5.015247774	2.269033146	5.878725341	3.94016675	1.220329955	3.001802243	4.177120503	0	6.509854162	7.357903839	3.852997588	2.526068812	3	7.392317423	3.968090752	4.399171094	5.407352751	4.417515003	1.627606838	3.826802684	7.23457796	2.596935142	2.965322548	1.918386234	257.22	4.898208353	6.817495353	3.879705766	26.63	6.657925772	3.882643049	5.749802402	1581.88
Mfsd12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.304511042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd2b	0	0	0	0	0	0	2.9800253	0.321928095	0	0	1.757023247	0	0	0	0	0	1.35614381	0.659924558	0.632268215	0	0	0	0.298658316	0	0	0	0	1.03562391	0	1.214124805	2.976363636	0	0	0.201633861	0	0.432959407	0
Mfsd3	0	0	0	0	5.070818638	7.265568167	0	5.309976492	0	0	0	0	0.097610797	0	0	5.69849632	0	0	0	0	0	4.384740587	5.971083658	3.357552005	0	0	0	0	0	0	0	0.464668267	0	2.786596362	0	0	73.17
Mfsd4	3.910732662	2.776103988	1.839959587	4.207111961	0.82374936	0.485426827	4.10433666	2.555816155	1.914564523	3.336283388	2.952333566	42.64	4.416839742	3.182692298	1.887525271	3.14404637	3.340562269	1.550900665	4.806324057	3.481557281	3.231125158	3.519793486	1.811471031	5.070389328	2.935459748	2.673556424	1.367371066	2.528571319	452.39	1.963474124	3.399171094	2.353323291	393.28	2.166715445	1.510961919	3.168321116	82.3
Mfsd5	0	0.739848103	0	6.984817174	0.422233001	3.783456654	1.819668183	6.197511592	6.15157473	6.267161218	0	0	0	5.324090516	0.443606651	0	2.879705766	0	1.014355293	0	0.422233001	5.964167561	5.827565007	4.136683578	3.787641414	0	0.918386234	7.928074173	0	0	6.970048354	3.469885976	0	0	0	0	183.68
Mfsd6	0	0	0	0	4.846994687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.895302621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd6l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.722466024	0	0	0	0	0
Mfsd7b	0	4.875288598	0	0	0	0.176322773	0	6.515542158	4.520422249	0.275007047	0	0	0	0.98550043	0	0	1.531069493	0	6.880930361	0	0	0	0.22650853	0	0	0	0	1.516015147	0	0	0	4.832383717	6.41	0.650764559	0	4.930264245	0
Mfsd7c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd8	0	0	1.007195501	5.597531174	0	0	0	0	0	0	0	0	0	0	0.485426827	0	5.041330607	0	0	0	0	0	0	0	0	0	0	0	0	7.157245867	0	0	0	0	1.731183242	1.056583528	0
Mfsd9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mga	0	7.534108305	0.739848103	3.075532631	2.589763487	0.704871964	0.40053793	4.020591095	0	3.386810946	1.521050737	95.21	4.161887682	2.916476644	0.333423734	5.357200085	5.651912745	5.556122818	5.483170853	4.580145484	2.998195503	2.910732662	0.070389328	5.258895755	5.673273737	0	2.021479727	3.434294618	3.23	3.59812696	5.099295204	4.719731057	1.95	0.028569152	0.124328135	0	11.93
