uid	GG1.69	GG1.70	GG1.71	GG1.72	GG1.73	GG1.74	GG1.75	GG1.76	GG1.77	GG1.78	GG1.79	GG1.80	GG1.81	GG1.82	GG1.83	GG1.84	GG1.85	GG1.86	GG1.87	GG1.88	GG1.89	GG1.90	GG1.91	GG1.92	GG1.93	GG1.94	GG1.95	GG1.96	GG1.R2.38	GG1.R2.39	GG1.R2.40	GG1.R2.41	GG1.R2.42	GG1.R2.43	GG1.R2.44	GG1.R2.45	GG1.R2.46	GG1.R2.47	GG1.R2.48
Lrrc20	0.344828497	0.367371066	0	0	0	0	0	1.59454855	0	0	0	2.049630768	0	0	8.980339541	0	0	0	0	0	0.807354922	0	0	0	2.319039816	1.807354922	0.286881148	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc25	0	5.484138131	0	0	0	0	0	0	0	0	0	8.171276894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc27	0	0	0	0	0	0	0	0.847996907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc28	0	0	0	0	0	0	0	0	0	0	0	6.897119389	1.500802053	0	0	0	0	0	0	0	0	0.298658316	0	0	6.668034004	0	6.459759467	0	0	6.958842675	6.476705707	0	6.834407842	0	0	0	3.771885579	0.298658316	0
Lrrc29	0	0	0	0	0	3.019701914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc3	0.250961574	1.063502942	0.650764559	1.613531653	0	0	0.298658316	0.378511623	0.757023247	0	0.22650853	0.879705766	0	1.214124805	0	0.214124805	2.531069493	0.992768431	0.333423734	0.23878686	0.604071324	1.137503524	0.722466024	0.5360529	1.111031312	0	0.765534746	0	0.321928095	0	0.250961574	1.269033146	0.464668267	0.575312331	0	0.367371066	0.604071324	0	0.286881148
Lrrc30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.943921327	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc39	0	0	0	0	0	0.933572638	0	0.275007047	0	0	0	7.671505684	0	0	0	0	0	0.807354922	0	0	0	0	0.516015147	1.427606173	2.657640005	0	0.250961574	0.40053793	0	0	0	0	0	0.933572638	0	0	4.954661621	0	0.275007047
Lrrc3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.961623328	0	0	0	0	0	0	0	1.169925001
Lrrc40	0	2.707082992	0	0.545968369	0	0	0	0	0	0	0	0	0	8.146695948	0	0	0	0	0	1.992768431	0	7.497931652	7.911691582	4.156234798	8.432249574	8.832605244	0	0.40053793	0	0	0	0	0	3.699329526	0	7.744968348	0	0	2.124328135
Lrrc41	0	0	3.450221496	0	0	0	0	8.544230345	0.59454855	0	0	0	0.263034406	0.333423734	0	1.541019153	0	1.883620816	0	0.298658316	0	0	5.373648211	3.944858446	0.378511623	0	2.397802962	9.309476354	0	5.479295243	2.653060017	0	0	1.575312331	3.972692654	0	1.891419187	0	0
Lrrc42	0	0	4.868884273	1.207892852	0	0	0	0	6.21451341	0	0	0	0	0	0	0	0	0	0	4.799605422	3.073820233	6.788946667	0	0	0	0	0	0	6.538538164	0	0	0	0	0	0	0	0	0	0
Lrrc43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc45	2.9800253	0	0	0	0	3.432959407	0	0	0.669026766	0	0	0	0	0	0	0	0	0.40053793	0	2.09085343	0	0	0	1.384049807	0	0	0	0	0	0	0	0.411426246	0	1.111031312	0	0	0	0	0
Lrrc46	0	0	0	0	0.992768431	0	0	0	0	0	0	0	0	0	0	0	1.384049807	0	0	0	0	0	0	0	0	0	0	0	0	0	0.641546029	0	0	0	0	0	0	0	0
Lrrc47	0	4.454833907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.250961574	0	0	0	0	0	0	0	0	0	0	0	0	0	4.526694846	0	0	0
Lrrc48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc49	0	0	0	0	0	0	4.086613947	0	0.333423734	0	0	0.98550043	0	7.732201351	0	0	0	0	0	0	0	0	0	0	0.389566812	0	0	0	0	0	0	0	0	3.17951105	0	0	0	0	0
Lrrc4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc4c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc51	0	0	0	0	0	0	0	0	6.12287975	0	0	0	0	0	0	0	0	7.436211821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.959770155	2.648465443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc57	0	0	0	0	1.214124805	0	0	5.390942773	0	0	7.824449651	0	0	7.699398938	0	0	0	0.516015147	0	0	0	2.675815931	0	6.859969548	0	7.521443403	0.389566812	0	0	0	0	1.480265122	1.970853654	0	0	0	7.236492618	0	4.742006211
Lrrc58	2.22342255	2.111031312	7.803614528	4.776103988	2.469885976	7.098979528	5.6923714	7.168421411	6.368244526	4.808385051	6.208088008	1.432959407	8.247832596	8.300810123	0	5.465648026	8.231413207	6.27668276	7.376602952	7.806710718	1.989139007	7.763743526	7.535586436	3.032100843	6.247357916	5.924575003	3.92314918	8.069691427	6.3652726	6.1393467	5.228433921	7.852623137	7.648177796	5.980482356	4.303050085	5.28503225	6.305788167	8.429908825	6.28373661
Lrrc59	0	3.704871964	7.61603416	0	0	3.599317794	7.825531251	0.565597176	0	0	0	0	0	8.777912804	0	2.073820233	0	6.245267467	0	2.419538892	5.433960931	5.667608326	7.437876886	9.044312146	6.531225485	5.457462965	0.275007047	0	7.895666158	7.068025839	0	0.659924558	7.631468112	6.305788167	8.228145276	0.731183242	0	8.995569314	0.310340121
Lrrc6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc61	0.333423734	0	0.321928095	0	0	0	0.565597176	0.321928095	0	0	0	0.298658316	0	0	0	0	0	0	5.922673593	1.384049807	0	0.070389328	5.519793486	0	0	0.310340121	0	1.560714954	0.454175893	0.333423734	0.475084883	0	3.59454855	0	0	0	0	0	0
Lrrc63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc66	0	6.090430042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.518535139	0	0	0	0	0
Lrrc69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc71	0	0	0	0	0	2.604071324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40053793	4.315421316
Lrrc72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc75a	0	0	0	0	0	0	0	6.125361806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.450221496	0	0	0	0	0	4.274261661	0	0	0
Lrrc75b	0	0	0	0	0	0.545968369	0	0.378511623	0	0	0	1.292781749	0	0	0	0	0	0.432959407	0	0	0.704871964	0	0	0	0.86393845	0	0	0	0.90303827	0	0	1.700439718	0.310340121	0	0	0.847996907	0	0	0.189033824
Lrrc8a	3.085764554	4.34269696	5.43496176	0	6.676098121	0	0	4.837438715	6.681449265	0	5.861707287	0	5.637494325	0	0	4.267535798	0	5.429950657	8.495535281	4.682011391	5.185073638	2.419538892	5.073820233	0	0	0	5.029452886	6.612352499	4.7382274	4.881664619	0	4.824258697	3.626439137	6.188440489	4.998195503	4.992315252	6.683556107	4.738767837	4.547203025
Lrrc8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.782408565	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc8c	0	0	0	2.316145742	0	0	0.298658316	0	0	0	0	2.13093087	0	0	8.866382569	0	0	0	0	4.470536865	0	0	0	0	0	0	0	0.389566812	0	0	0	0	0	0	0	0	0	0	0
Lrrc8d	0	0	0	0.367371066	0	2.669026766	6.17292749	0.22650853	7.725263996	0	0	5.221490455	0	0	0	0	0	3.042644337	0.286881148	6.017921908	2.845991771	5.260402093	0	0	0	0	8.070925945	1.214124805	0	0	0	0	0.176322773	1.952333566	0	0.5360529	0	0	4.732811872
Lrrc8e	1.275007047	0.176322773	0	0.333423734	0	0.35614381	1.589763487	0.632268215	1.516015147	5.984817174	0	1.367371066	0.575312331	1.15704371	0	0.59454855	1.739848103	0.933572638	0.516015147	0.97819563	1.59454855	0.918386234	0	1.361768359	0.275007047	1.263034406	0.214124805	1.526068812	0.895302621	0.895302621	0	0	0.333423734	0	0	0.367371066	1.438292852	0	0
Lrrc9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.627898616	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrcc1	0	4.338424415	0	5.671859468	0	0	0	7.307337443	0	0	0.475084883	0.263034406	5.803227036	0	0	0	0	7.7977912	0	0.669026766	7.440536998	3.014355293	3.428946345	2.61117238	0.82374936	0	1.5360529	0.59454855	5.434628228	6.449396297	0.263034406	0.565597176	7.263879487	0.799087306	0	6.666756592	7.947315492	8.780310099	6.802968651
Lrrd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrfip1	5.82374936	5.49057013	6.759155834	0	1.416839742	3.844988157	0.604071324	3.003602237	0.321928095	0	7.146594131	5.814037648	5.591260525	5.571069998	0	8.229684048	0.622930351	5.263785614	0	3.97819563	7.081083929	4.276496666	0.432959407	4.407352751	5.091276694	0.22650853	1.207892852	8.560485694	1.959770155	1.63691458	0.739848103	5.300123725	4.874796966	6.858851324	0.86393845	0	0.214124805	6.753417342	6.241458871
Lrrfip2	2.952333566	0.310340121	0	0	0	4.370164281	0	0	0	0	0	0	0	0.555816155	0	0	0	0	0	0	0	0	0	1.275007047	0	5.121015401	2.722466024	0	0	4.776103988	4.824258697	1.584962501	0	0	1.765534746	0	0	0	0
Lrriq1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrriq3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrriq4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrk1	4.94673086	0	0	1.811471031	0	0	0	0	0	0	3.331991778	0	0	0	0	1.735522177	1.124328135	0	0	0	1.189033824	0	0	0	0.422233001	1.659924558	0	0	0	0	0	1.731183242	0	0	0	0	0	0	1.794935663
Lrrk2	0	0	0	0	0.201633861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.555816155	0.432959407	0	0	0	0	4.336283388	0	1.014355293	1.469885976	0	0	0	0	0	0	0	0	0	0
Lrrn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.080977374	0	0	0	0	0	0	0	0	0	0	0	0
Lrrn4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrn4cl	2.324810603	3.438292852	1.765534746	1.555816155	3.343407822	1.521050737	2.767654798	1.691534165	3.065227623	6.970623614	2.13093087	2.803227036	2.042644337	2.587364991	0	2.477677328	4.59275601	3.295723025	0.887525271	2.944858446	3.464668267	1.778208576	3.169925001	2.66448284	3.384049807	1.613531653	2.14404637	3.255500733	2.166715445	2.13422094	2.14404637	2.503348735	2.107687869	0.963474124	1.10433666	0.650764559	0.782408565	0	0.948600847
Lrrtm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrtm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.972692654	0	0	0	0	0
Lrrtm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrtm4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrsam1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrtm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrtm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrwd1	7.060587861	0	2.244887059	8.886733033	6.970508581	8.718738349	0	6.526538363	5.074676686	6.771753554	6.551516018	0	8.053763009	7.252949213	0	5.708463165	9.708670077	6.629648044	8.933189017	7.256350238	6.786988345	6.642268352	1.14404637	2.695993813	7.469479022	0	0.622930351	0.485426827	0	6.167518504	0	1.09085343	0	6.174725988	4.596935142	4.173926932	2.773996325	0	0
Lsamp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsg1	2.641546029	0.748461233	1.063502942	0	0	0.389566812	0	0	0.713695815	0	8.570956193	5.329482431	6.082787732	7.955882347	0	8.061182151	0	8.417472808	0	7.95919055	8.553053253	3.558267634	8.773468928	6.641979466	0	0	0	0	8.174376455	0	7.088947205	0	7.54326387	0.695993813	5.081083929	3.881664619	0	0	5.815063017
Lsm1	0	0	5.057016965	0.565597176	0	3.639232163	4.992315252	3.552131108	5.616475329	0	0	0	0	5.9380505	0	1.608809243	0	0	0	5.169123281	2.117695043	0	0	0	6.870981124	0	5.13627343	4.491853096	7.146084939	0	0	0	6.118941073	4.882153917	0.454175893	1.541019153	0	0	0.35614381
Lsm10	5.292045492	7.240409743	4.710944155	0	0	0	0	0	0	0	6.442611804	8.282300792	0	0	0	0	0	0	6.6387979	0	3.973611276	7.895969035	0	0	0	9.345870915	6.876148552	6.253232939	8.807741306	0	7.61721031	6.639232163	0.713695815	8.01150682	2.182692298	5.865918815	0	8.276589716	0
Lsm11	4.948133578	1.269033146	0.815575429	1.321928095	0	0.713695815	0	0	0.632268215	0	0.124328135	0.176322773	0	1.531069493	0	0.485426827	0.895302621	1.63691458	0.98550043	0	0.799087306	0.748461233	0.839959587	0.263034406	1.632268215	0	0.695993813	1.207892852	0.378511623	0	0.50589093	3.626439137	0	0.275007047	0	0.321928095	0.124328135	0.378511623	0.575312331
Lsm12	7.653490009	0	5.737686761	6.411595725	0	5.963011648	0	1.097610797	0.695993813	0	3.49057013	0	8.094394437	6.021479727	0	5.469234794	4.116031993	3.907852072	0	7.252476214	0	0.641546029	5.812498225	1.09085343	6.484621527	0	4.297925053	0	0	3.077242999	1.485426827	3.61117238	4.237257771	6.820051285	5.04176865	4.279471296	4.137503524	0	6.661920579
Lsm14a	4.173926932	0	7.778602845	0	6.645586386	7.236970886	0.310340121	0	0	0	1.713695815	0	7.448570626	0	0	8.546354313	0	4.442943496	3.357552005	0	0	0.773996325	2.5360529	5.9380505	2.451540833	0	0.275007047	1.691534165	1.97819563	0	5.976363636	0.378511623	5.270902649	2.859969548	8.338959175	0.411426246	2.10433666	1.269033146	0
Lsm14b	0	0.389566812	0	0	0	0	2.485426827	0	0	0	0	1.056583528	0	0	0	0	0	0	0	2.456806149	0	0	0	0	0	0	3.221877081	0	0	0	0	0.40053793	0	0	0	0	4.158660175	5.374343989	5.015247774
Lsm2	2.95419631	4.77925972	7.924456239	0	0	6.593652558	0	3.847996907	6.918147674	0	0	0	5.783718558	0	0	6.165510018	8.129901182	3.67468662	0	5.292045492	7.802063937	3.439623138	5.28872768	4.593951284	5.75595577	5.407352751	6.578183968	5.668743189	7.843795458	3.971773447	3.426264755	0	5.887525271	6.013238915	5.582556003	7.289373408	7.527867927	7.721304297	7.049739663
Lsm3	6.680183682	8.546006968	8.825085985	9.954458066	0	8.033808403	0	9.578316077	0	0	8.074194994	7.501279899	9.772496034	4.63284983	0	3.310340121	10.33026707	7.575766127	0	7.019145898	8.590325058	7.927955696	10.55463681	8.214756235	5.801158656	8.407989993	8.118473938	9.66837091	8.139193192	9.167970028	9.33728739	0	9.938829759	9.03609117	8.130004184	10.11692872	2.121015401	8.95541743	9.485809187
Lsm4	4.572283367	8.528415039	7.707911254	0	1.263034406	7.21810305	6.418864577	0	1.807354922	0	4.536674618	6.398316163	8.978681862	6.317412614	0	5.036503334	0	0	7.916058584	4.995484519	0	3.423578171	3.865918815	0.807354922	5.400879436	2.769771739	8.767687899	5.5360529	5.712045449	0	6.499686464	5.560103513	0	0	5.849749117	7.346070441	7.513253856	0	4.61999983
Lsm5	4.326968712	5.61117238	9.401071498	1.891419187	0	8.03968676	6.581351247	4.988230223	8.39459131	0	9.132988043	6.951750965	0	4.547203025	0	6.906289347	0	6.191602128	0	3.827819025	7.045814256	0	7.544732656	7.368768349	3.552131108	7.370077074	7.610138984	2.411426246	3.772941338	5.539779192	8.103077947	2.341985747	7.974873426	7.236014192	7.756756451	7.90731132	8.326788992	7.068133354	4.583158004
Lsm6	5.314696526	6.402585758	6.303050085	4.578334949	7.627460927	7.814870816	6.376429311	6.745909573	6.721235931	6.00337736	5.292045492	1.90303827	8.086826218	5.44625623	0	3.201633861	0	6.18646094	9.215557267	5.027242536	6.253800221	2.596935142	8.636044526	6.065658471	6.505414609	5.047887329	5.601993581	1.613531653	5.314333994	3.528571319	8.485829309	5.981624361	6.168722254	5.981167667	5.277612871	0.565597176	5.347311316	1.13093087	5.786073552
Lsm7	8.341852356	8.597940803	8.968522804	6.702796044	2.060047384	9.418316465	6.768316676	8.914773785	7.01346226	12.55519305	6.347134114	9.109778429	9.101503009	8.82937391	11.73239217	8.509814584	0	8.865547703	8.831497268	9.83575042	8.747353829	9.573041204	9.663735984	8.940078635	9.463013413	9.093311917	8.107897062	8.870919496	8.017365205	8.002927502	8.843921051	8.990160706	8.982822494	7.77774846	7.810186008	8.91235047	7.972922364	9.18992337	9.675745375
Lsm8	6.385603598	5.470536865	6.524189078	0	0	6.245267467	6.585263031	6.032982417	0	0	8.110822574	2.021479727	2.809414444	5.088735246	0	7.354822378	0	7.80793446	1.201633861	7.426684082	3.056583528	0	8.243507241	6.975332116	3.817623258	0	2.432959407	5.384395238	3.344828497	0	8.022645228	0	8.330244659	7.67093945	8.625745367	0	6.872213144	0.97819563	7.596935142
Lsmem1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsp1	0	5.078097423	8.075318693	0	0	0	0	0.485426827	0	0	0.422233001	10.05073295	0.432959407	0	0	0	0	0	0	6.386121157	0	8.350320435	2.859969548	0	8.098874287	0	8.750941416	0	0	1.835924074	0	6.530289278	0	3.49057013	7.73748397	9.522012579	0	6.703211467	0
Lsr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14404637	0	0	0	0	0	0	0	0	0	0	0	0
Lss	7.479699439	0	0	0	0	2.63691458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.292781749	0	2	1.416839742	0	0	5.590961241	0	0	0	0.632268215	0	0	0	0
Lst1	7.416417543	1.778208576	2.275007047	3.49441561	8.673132372	7.944507097	3.121015401	0	8.793083032	0	0	6.446917865	8.772908357	0	0	0	8.950760003	0	7.02989455	8.275053621	0	0	0	0	7.626585151	0	7.607996019	0	0	8.107949355	6.46727948	0	0	0	0	0	2.754887502	0	5.745506266
Lta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lta4h	3.921245889	6.896271849	9.010695933	7.451623252	1.14404637	8.272676436	10.22723085	8.668743189	9.989366114	7.843292973	9.136606684	8.353014462	9.862156896	8.651554035	0	10.05857356	6.758489739	0	6.990160706	9.311952616	8.610951	7.509616675	9.919935917	6.242030802	9.826596153	7.499447297	2.555816155	3.595742339	10.67385672	8.11113567	9.476847442	8.250345796	9.335301021	8.642087805	8.800026255	9.113924445	7.34314129	7.93775633	9.593279064
Ltb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltb4r1	0	0	0	0	0	0	0	0	7.366584499	0	0	0	0	0	0	1.021479727	0	0	0	0	6.297007949	0	0.98550043	0	0	0	0.526068812	0	4.254745198	0	0	0	3.691534165	0	0	0	3.50589093	0	0
Ltb4r2	0	0	0	0	0	0	0	0	0	0	0	0	0	1.063502942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltbp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltbp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltbp3	0	0	0	0	0	0	0	0	5.483493351	0	0	0	0.150559677	0	0	0	0	0	0	0	0	0	0	0	0	2.12763328	0	0.575312331	0	0	0	0	0	0	0	0	0	0	0
Ltbp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltbr	0.748461233	0	0	0	0	0	0	0	0	0	1.90303827	0	0	0	0	0	0	8.162945137	2.124328135	1.839959587	0	0	2.056583528	0	0.879705766	0	0	0	0	0	0	0	0	0	0	0	0	0	0.963474124
Ltc4s	0	0	0	9.700457058	0	0	0	2.316145742	0	0	0	0	0	0	0	1.257010618	0	0	0	0	0	0	0	0	0	0	0	1.469885976	0	6.966937979	0	0	0	0	0	0	0	0	0
Ltf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltn1	0	7.218684313	4.920769673	0	0.214124805	3.334854269	0.650764559	2.56315813	0	0	4.133399125	6.356672044	0	5.380590934	0	3.102658131	0.321928095	0.137503524	4.639232163	1.464668267	4.687620632	0.111031312	2.153805336	6.731319031	5.785812075	0.111031312	1.304511042	1.275007047	0.176322773	1.169925001	0.124328135	0.137503524	2.757023247	0	0	4.697106574	5.925287387	0.111031312	4.438292852
Ltv1	5.340562269	3.618238656	7.791162889	0	0	0	0	5.741197299	9.500921529	0	6.348905161	0	9.012429001	6.637204482	9.573874366	7.365622556	0	0	0	4.524815928	3.3305584	7.345981766	6.459595552	0	0	8.269220206	0.422233001	3.764473551	8.043355442	2.849999259	0	0	8.03562391	7.739037979	8.680605666	0	0	0	8.953498063
Luc7l	0	7.396176618	7.150458132	8.824004051	0	5.904002316	0	0	5.157447996	9.874935254	2.767654798	0.871843649	8.564797319	6.503348735	8.032211069	0.584962501	5.09000653	0	0	7.181003133	4.202417722	0	7.281420069	0	0	5.112700133	6.434294618	0	0	7.070281981	8.694775747	3.241840184	0.970853654	4.475084883	3.303050085	2.087462841	1.495695163	2.498250868	7.458283564
